name,total_sales,sum(sale_liters)
MOES MART #3 / COUNCIL BLUFFS,92287.25,2812.3900000000003
KUM & GO #3156 / CLIVE,92253.49999999999,4869.39
CASEY'S GENERAL STORE #3035 / ATLANT,91606.61000000002,4584.04
KUM & GO #532/ WEST DSM,91504.75,3951.1500000000005
CASEY'S GENERAL STORE # 2774/AMANA,90993.50000000001,4306.69
BREW GAS COFFEE WINE SPIRITS,90956.70000000001,3994.78
CASEY'S GENERAL STORE # 2783/ URBAND,90790.43,4337.240000000001
CASEY'S GENERAL STORE #3098 / WDM,90784.21999999999,3891.0800000000004
OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,90776.73999999999,2906.9700000000003
BURLINGTON SHELL,90766.46,3594.5800000000013
KUM & GO #8 / 8TH ST / WDM,90456.18000000002,4827.6100000000015
BROTHERS MARKET / BLOOMFIELD,90285.91,6437.5
BIG 10 MART #62 / BETTENDORF,89987.67,4509.77
FAREWAY STORES #212 / COLFAX,89775.37999999999,5835.270000000002
JEFF'S MARKET / WEST LIBERTY,89672.40999999999,5367.170000000001
QUIK TRIP #544 / SE 14TH DM,89466.81,5223.390000000003
FAREWAY STORES #048 / CLARINDA,89389.13999999998,6167.65
TOBACCO OUTLET PLUS #504 / DUBUQUE,89262.35999999997,4111.000000000001
MCNALLY'S SUPER VALU,89023.48000000001,4257.18
ADVENTURELAND / ALTOONA,88934.26999999999,5181.25
KUM & GO #535 / DES MOINES,88914.51999999999,4326.400000000001
SAC CITY FOOD PRIDE,88849.43,7617.75
A&S FOOD AND GAS / DAVENPORT,88678.27000000002,3728.4999999999995
GOPUFF / IOWA CITY,88495.67,4122.75
DON'S FOOD CENTER,88419.01999999999,6152.75
CASEY'S GENERAL STORE #3606,88143.88999999998,4487.78
CASEY'S GENERAL STORE #2763 / CEDAR RAPIDS,87608.01000000001,4196.42
TARGET STORE T-2526 / CEDAR FALLS,87590.99999999999,4291.1
THE CROWN LIQUOR / IOWA CITY,87425.97999999995,4258.489999999996
CASEY'S GENERAL STORE #1705 / LAKE M,86875.31999999999,5267.460000000001
SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,86869.04000000001,4776.510000000002
CASEY'S GENERAL STORE # 3565/ TRIPOLI,86735.06000000001,6280.349999999999
BREWSKI'S BEVERAGE,86703.11000000002,6647.620000000001
CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,86446.30000000002,4282.8
CIRCLE S BLUFF STOP,86186.37999999999,4463.080000000001
QUIK TRIP #538 / NW 2ND / DSM,85726.27,4884.590000000002
REINHART FOODS,85125.33,5975.220000000001
THE COOLER,84753.69000000002,4560.710000000001
CASEY'S GENERAL STORE #2640 / PLEASA,84307.55999999998,4950.16
ROCK C LIQUOR & WINE & TOBACCO / IOWA FALLS,84290.0,3353.9600000000005
KWIK SHOP #527 / COUNCIL BLUFFS,84072.33,3661.7000000000003
LOCUST MART / DAVENPORT,83895.44,3389.81
CASEY'S GENERAL STORE # 2653 / TOLEDO,83729.89000000001,3859.92
QUIK TRIP #559 / FLEUR,83674.74,4441.800000000002
KUM & GO #227 / AMES,83651.84999999999,4160.770000000001
FAREWAY STORES #189 / AMES,83598.19,3161.2900000000004
THE SECRET CELLAR,83461.38,3412.44
LAKE VIEW FOODS,82968.13,5007.969999999999
CASEY'S GENERAL STORE #2777 / FAIRFA,82924.09,4894.349999999999
THE PUMPER,82688.95000000001,5204.920000000001
KUM & GO #1215 / AMES,82585.07999999999,4367.69
CASEY'S GENERAL STORE #3327 / FAIRFIELD,82533.95999999999,4091.3199999999997
JEFF'S MARKET / DURANT,82363.48999999998,5909.230000000001
CAR-GO-EXPRESS / SUTHERLAND,82349.39999999998,5662.360000000001
FAREWAY STORES #501 / CHARLES CITY,82279.48999999999,6353.250000000001
FREEMAN FOODS,81951.32999999999,5049.9800000000005
SUPER QUICK STOP - COUNCIL BLUFFS,81521.22,3683.8500000000004
CASEY'S GENERAL STORE #2835 / AVOCA,81432.22999999997,4279.620000000001
TARGET STORE T-0086 / DUBUQUE,81014.16,3576.3
CASEY'S GENERAL STORE #2644 / EARLHAM,80826.81000000001,4410.230000000001
CASEY'S GENERAL STORE #2686 / FORT DODGE,80602.77999999998,3943.9200000000005
CASEY'S GENERAL STORE #3319 / NEVADA,80591.97000000002,3938.5499999999997
OFF CAMPUS BEER AND SPIRITS / AMES,80474.72999999998,3145.9900000000007
"BREW, GAS, COFFEE, SPIRIT, CIGARATTE",79950.31,4424.050000000002
SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,79861.78999999998,5054.7300000000005
CASEY'S GENERAL STORE #1144 / POLK CITY,79820.29000000001,3620.4
CASEY'S GENERAL STORE #91 / DALLAS CENTER,79811.93999999997,4180.470000000001
SUPER STOP & SHOP / BALDWIN,79686.69,3568.05
CASEY'S GENERAL STORE #2865 / CEDAR FALLS,79570.35,4124.200000000001
CASEY'S #3954 / NEWTON,79500.71,3263.3900000000003
CASEY'S GENERAL STORE #2760 / MARION,79361.55,4359.6
NORTHSIDE ONE STOP / HAMPTON,79355.70999999999,5643.780000000001
CASEY'S GENERAL STORE # 2177/MITCHEL,79271.47,3668.1399999999994
CASEY'S GENERAL STORE #2523 / MONROE,79091.79,4403.790000000002
PORTERS CONVENIENCE 66 / CLINTON,79080.0,3761.6400000000012
CASEY'S GENERAL STORE #3640 / WAUKEE,78579.73000000001,3605.4300000000003
CASEY'S GENERAL STORE #2813 / FORT DODGE,78533.39,3796.6500000000005
DIVA & TEJ GAS & FOOD,78527.48999999999,3383.47
FAREWAY STORES #554 / WASHINGTON,78337.83000000002,5409.5199999999995
MONTEZUMA SUPER VALU,78292.93000000001,5744.25
KUM & GO #1113 / AMES,77904.76999999999,3695.7700000000013
QUICK SHOP FOODS / CENTERVILLE,77802.04999999999,4503.04
ONE STOP SHOP,77748.2,3614.9799999999996
CASEY'S GENERAL STORE #3009 / SIOUX CITY,77729.29000000001,3528.0
CASEY'S GENERAL STORE #2421 / DUBUQUE,77700.17,4692.0
KUM & GO #0185 / BONDURANT,77635.08,3804.980000000001
CASEY'S GENERAL STORE #3075 / ANKENY,77619.35999999999,3623.4300000000007
KUM & GO #514 / CEDAR RAPIDS,77491.91,4073.07
CASEY'S GENERAL STORE #3220 / GREENF,77419.85999999999,4383.0
BEST DEALS / WATERLOO,77327.82,3150.75
KUM & GO #59 / WAUKEE,77291.31999999999,3558.8700000000003
CASEY'S GENERAL STORE #2493 / BUFFALO,77255.79,3382.4700000000003
EDDYVILLE TRAVEL PLAZA BP,77150.84,4663.9
IOWA DISTILLING COMPANY,77121.36000000002,3523.8
CASEY'S GENERAL STORE #3900 / RIVERSIDE,77111.97,3594.5499999999997
"AMERICAN HERITAGE DISTILLERS, LLC",77014.32,3132.0
CASEY'S GENERAL STORE #1446 / LISBON,77006.99999999999,3698.4600000000005
KUM & GO #422 / IOWA CITY,76901.5,3781.6499999999996
THE FILLING STATION / AMES,76766.64000000001,3019.0
CASEY'S GENERAL STORE #3202 / CRESCE,76757.42,3354.7999999999997
CASEY'S GENERAL STORE #3858 - IOWA CITY,76638.49000000002,3476.94
CASEY'S GENERAL STORE # 2598/ PELLA,76571.90999999999,3385.370000000001
EAST VILLAGE PANTRY,76327.51000000001,3290.1200000000003
HAWKEYE SMOKE SHOP / FAIRFIELD,76256.06,3220.6499999999996
WHISKEY WOLF LIQUOR / GLENWOOD,76231.34999999995,3794.340000000002
CASEY'S GENERAL STORE #3029 / ARMSTRONG,76196.8,4733.990000000001
OAK STREET STATION LLC,76163.93,3668.48
CASEY'S GENERAL STORE #2610 / ATLANTIC,76108.40999999999,3173.8700000000003
CASEY'S GENERAL STORE #2816 / JOHNSTON,76103.59,3530.7400000000016
K-ZAR INC - WATERLOO,75917.18,3142.5500000000006
KUM & GO #50 / WEST DES MOINES,75894.57,3231.7500000000005
CASEY'S GENERAL STORE #1706 / WINTERSET,75468.14999999998,3079.71
CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,75160.29999999999,3179.17
KUM & GO #3502 / IOWA CITY,74828.50000000001,3397.7900000000004
CASEY'S GENERAL STORE #2284 / COUNCIL BLUFFS,74781.38,3293.4
HAMPTON CROSSROADS / HAMPTON,74742.63999999998,3161.5699999999997
KUM & GO #237 / GRIMES,74633.5,3873.240000000001
CASEY'S GENERAL STORE #1941 / ANKENY,74532.39,3142.399999999999
KUM & GO #28 / NORWALK,74401.65999999999,3960.61
SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET,74305.07999999997,4097.990000000001
KUM & GO #0131 / HUXLEY,74035.66999999998,3853.78
KJ'S CONVENIENCE & DELI / MAQUOKETA,74013.40999999999,3758.0000000000005
CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,73999.51,3266.9700000000003
CASEY'S GENERAL STORE # 2870/ ALTOONA,73856.05,3152.26
CASEY'S GENERAL STORE #2612 / MISSOU,73572.98000000001,2536.92
CASEY'S GENERAL STORE # 2417/ NEWTON,73567.62999999999,3116.79
KUM & GO #1436 / MUSCATINE,73510.86000000002,4325.930000000002
MARION MARKET & CAFE',73368.51,4031.35
SUPER STOP / ALTOONA,73071.54000000001,3340.9200000000005
CASEY'S GENERAL STORE #2595 / KEOKUK,73025.46,3049.9500000000003
380BP / SWISHER,72892.83999999998,4337.970000000001
GOWRIE GROCERY,72805.46999999999,4141.22
KUM & GO #508 / CEDAR RAPIDS,72772.22,3891.1200000000013
CASEY'S GENERAL STORE #2431 / SIOUX CENTER,72725.13,3617.12
WAL-MART 1683 / SHENANDOAH,72719.66,4647.05
PRIME WINE AND SPIRITS / MASON CITY,72473.34999999999,3016.2799999999997
TOP SHELF LIQUOR / IOWA CITY,72376.48999999998,2631.23
KUM & GO #53 / IOWA CITY,72200.30999999998,3792.4200000000005
JEFF'S MARKET / WILTON,72178.45999999999,4704.11
KUM & GO #133 / ELLSWORTH,72165.24,4319.41
CASEY'S GENERAL STORE #92 / PANORA,72081.4,3894.4199999999996
WALGREENS #03700 / COUNCIL BLUFFS,72039.13,3754.37
CASEY'S GENERAL STORE #2150 / WDM,72002.39,3586.3700000000003
OASIS / DES MOINES,71944.78,3480.4199999999996
HAWKS SMOKE SHOP / MARION,71762.21,3321.2500000000005
JUNCTION LIQUOR,71543.81999999999,4775.150000000001
CASEY'S GENERAL STORE #3566 / PELLA,71497.14,3020.35
CASEY'S GENERAL STORE #2498 / WAPELLO,71482.78,4120.299999999999
CASEY'S GENERAL STORE #3610 / CEDAR FALLS,71118.39,3581.8500000000004
KUM & GO #246 / WINTERSET,71065.08,3837.8300000000004
JESSES MART / DAVENPORT,71040.86000000006,3300.4299999999967
HOT SPOT FOOD AND LIQUOR / BURLINGTON,70937.5,1993.14
CASEY'S GENERAL STORE #3789,70864.99000000002,2973.12
CASEY'S GENERAL STORE #3476 / FOREST,70703.43,3398.0500000000006
CASEY'S GENERAL STORE #3440 / CAMANC,70694.28,3146.4400000000005
CASEY'S GENERAL STORE #3452 / WEST U,70684.69,3698.190000000001
CASEY'S GENERAL STORE #2392 / JOHNSTON,70585.38,3123.6299999999997
CARSTENSEN'S MEAT AND GROCERY / LAKE PARK,70488.36000000002,5214.24
CASEY'S GENERAL STORE # 2918/ CORALVILLE,70433.79,2964.24
KUM & GO #517 / CEDAR RAPIDS,70405.34999999998,4004.210000000001
CASEY'S GENERAL STORE #3826 - ADEL,70364.96,3111.33
CASEY'S GENERAL STORE #3045 / CEDAR FALLS,70325.37,3760.3500000000004
KUM & GO #240 / NORTH AVE NORWALK,70293.35999999999,3997.6600000000017
CASEY'S GENERAL STORE #2874 / RICEVILLE,70253.45,4525.54
KUM & GO #1056/ BEVINGTON,70080.25,3451.9600000000005
KUM & GO #518 / ANKENY,69997.90999999999,3121.080000000001
CASEY'S GENERAL STORE #2899 / DE SOTO,69955.30000000003,3207.6
THE DEPOT ATKINS,69813.34999999998,4658.620000000001
CHUCK'S SPORTSMANS BEVERAGE,69665.15,4713.75
CASEY'S GENERAL STORE #2791 / CEDAR RAPIDS,69476.36,2860.1499999999996
CASEY'S GENERAL STORE #2550 / OSCEOLA,69218.54,3117.57
KUM & GO #119/ NORTHWOOD,69063.48999999999,3483.0499999999993
CASEY'S GENERAL STORE #3648 / AKRON,69024.32,4110.89
CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,68869.47,3021.2
CASEY'S GENERAL STORE # 2179/ WAUKEE,68805.40000000001,3312.6400000000003
CASEY'S GENERAL STORE # 1876/MANLY,68676.04,3840.3
CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,68670.54999999999,3171.8500000000004
CASEY'S GENERAL STORE #3201 / COUNCIL BLUFFS,68376.56,2505.75
HY-VEE FOOD STORE / BEDFORD,68299.66999999998,4680.320000000001
SMOKIN JOE'S # 6 TOBACCO AND LIQUOR OUTLET,68275.98,3169.1500000000005
CASEY'S GENERAL STORE #2845 / URBANA,68137.32,3409.5900000000006
CASEY'S GENERAL STORE #2920 / ANKENY,68103.81000000001,2857.3699999999994
THE LIQUOR STOP / SUMNER,68063.69,4956.64
YESWAY STORE # 10023/ WATERLOO,68006.31999999999,4459.85
CASEY'S GENERAL STORE #2420 / DUBUQUE,67993.93,3431.5700000000006
CASEY'S GENERAL STORE #2905 / AMES,67968.77000000002,3587.2199999999993
WALGREENS #05852 / DES MOINES,67900.62,3121.8
GRAETTINGER MARKET,67858.23999999999,4879.5
CASEY'S GENERAL STORE #1617 / JEFFERSON,67738.62000000001,3204.2499999999995
CASEY'S GENERAL STORE #2342 / BURLINGTON,67574.44000000002,2167.5499999999997
WALGREENS #07455 / WATERLOO,67527.54,3335.4
KUM & GO #4098 / WINDSOR HEIGHTS,67419.84000000001,3299.8200000000015
JEFF'S FOODS,67376.26000000001,4114.37
CASEY'S GENERAL STORE #2635 / JOHNSTON,67330.34,3291.1800000000003
CASEY'S GENERAL STORE #3422 / NORWAL,67198.73999999999,3121.62
CASEY'S GENERAL STORE # 2560/ AMES,67104.04000000001,3251.26
WALGREENS #07454 / ANKENY,67024.98000000001,3468.0
JACK & JILL STORE / WEST BRANCH,67015.04999999999,4580.71
CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,66889.37,3403.65
CASEY'S GENERAL STORE #2776 / CEDAR RAPIDS,66884.23,3025.5500000000015
RIVER DRIVE SMOKE SHOP,66523.63,3728.0700000000006
KWIK STAR #607 / MARSHALLTOWN,66482.36,3265.5500000000006
WALGREENS #05077 / IOWA CITY,66381.54,3171.1099999999997
CASEY'S GENERAL STORE #3463 / WEST B,66266.38,2638.4900000000002
CASEY'S GENERAL STORE #1599 / MT VERNON,66236.31,3205.1200000000003
CASEY'S GENERAL STORE #2019 / WEST BURLINGTON,66179.97,2625.0800000000004
CASEY'S GENERAL STORE #32 / MADRID,66171.81,3168.640000000001
CASEY'S GENERAL STORE #2304 / SLATER,66171.48,3894.4400000000005
KIMMES COON RAPIDS COUNTRY STORE #12,66107.15000000001,3684.8
LAST CALL 2,66034.47000000002,4006.3999999999996
LIGHTNING LIQUOR AND SMOKE SHOP - BURLINGTON,65881.01,2290.1699999999996
PEP STOP,65876.53,3667.1399999999994
CASEY'S GENERAL STORE #2513 / NASHUA,65700.23,4162.02
JOHN'S QWIK STOP,65550.28,3613.29
WALGREENS #05944 / JOHNSTON,65541.18,3043.5
MAIN ST MARKET  /  HOLY CROSS,65474.93999999999,4126.6
CASEY'S GENERAL STORE #2767 / CEDAR RAPIDS,65387.22,3424.8500000000004
CASEY'S #3763 -WAVERLY,65346.15,3342.3299999999995
CASEY'S GENERAL STORE #1378 / JESUP,65252.93000000001,3517.95
BREW OIL #32 / SPENCER,65185.409999999996,3998.04
MAIN STREET LIQUORS / HAWARDEN,65180.39,4578.820000000001
BARRYS MINI MART,65056.82999999999,3204.2200000000007
CASEY'S GENERAL STORE # 2253/ CLIVE,65044.79000000001,2587.4499999999994
WALGREENS #15647 / SIOUX CITY,65018.57999999999,2743.5
KUM & GO #540 / WAUKEE,64985.100000000006,3005.1399999999994
CASEY'S GENERAL STORE #1901 / DES MOINES,64881.07000000001,2940.9100000000003
CASEY'S GENERAL STORE #2682 / OELWEIN,64845.50000000001,3522.17
KUM & GO #157 / URBANDALE,64730.03999999998,3346.2300000000014
SUN MART,64378.39000000001,3191.5999999999995
CHARITON BP,64293.81000000001,4025.4
PG MINI MART,64265.06,3250.4399999999996
CASEY'S GENERAL STORE #3223 / CRESTON,64189.35,2981.1500000000005
QUIK TRIP #534 / E UNIVERSITY DM,64034.080000000016,3522.210000000002
HY-VEE FOOD STORE / LEON,63931.45,4094.8
CASEY'S GENERAL STORE #2626 / AFTON,63811.70999999999,2795.57
WALGREENS #03773 / URBANDALE,63718.44,3591.0
FROHLICH'S SUPER VALU,63670.26999999998,4353.21
CASEY'S GENERAL STORE #2365 / ATLANT,63552.99,2742.5499999999997
CASEY'S GENERAL STORE #3404 / CARLIS,63544.34999999999,2691.6500000000005
SIOUX FOOD CENTER OF SIOUX RAPIDS,63523.509999999995,4712.78
WORLD CLASS LIQUOR AND TOBACCO / BONDURANT,63495.869999999995,2431.409999999999
CASEY'S GENERAL STORE #45 / DES MOINES,63457.560000000005,2232.6499999999996
FAREWAY STORES #062 / WAUKON,63286.87,4822.0
CASEY'S GENERAL STORE #3309 / MONTEZ,63234.130000000005,3265.57
KUM & GO #579 / ANKENY,63227.810000000005,3096.71
GM FOOD MART / MUSCATINE,63214.79,2869.7
CASEY'S GENERAL STORE #2850 / CEDAR RAPIDS,63191.79,3044.16
KUM & GO #80 / RIVERSIDE,63120.86999999999,3622.9000000000015
CASEY'S GENERAL STORE #2429 / BETTENDORF,63082.31,2902.76
CASEY'S GENERAL STORE #2301 / AMES,63034.73,3213.5399999999995
CASEY'S GENERAL STORE #1921- ACKLEY,62917.61,4280.04
CASEY'S GENERAL STORE #2520 / GRIMES,62822.31999999998,2673.1300000000006
SHAMROCK SPIRITS,62757.09,3906.74
CASEY'S GENERAL STORE # 3512/ INDIANOLA,62683.28,2506.2000000000007
WASPY'S TRUCK STOP,62617.98999999998,2532.08
CASEY'S GENERAL STORE #3210 / URBANDALE,62310.76,3211.92
HY-VEE C-STORE / SE ARMY POST,62287.369999999995,3100.08
CASEY'S GENERAL STORE #3880 / WATERLOO,62237.46000000001,2755.5500000000006
CASEY'S GENERAL STORE #2914 / HARLAN,62231.229999999996,2826.950000000001
CASEY'S GENERAL STORE #1659 / ANKENY,62017.450000000004,3359.7200000000003
CASEY'S GENERAL STORE #1682 / OSKALOOSA,61724.530000000006,2731.36
BREW OIL #51 / SANBORN,61686.8,4857.0
CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,61666.48,2883.75
BREW OIL #50 / HARTLEY,61574.74,4336.920000000001
CASEY'S GENERAL STORE #1569 / OAKLAND,61307.62,2456.1699999999996
KUM & GO #544 / EAGLE GROVE,61258.799999999996,3250.3900000000003
CASEY'S GENERAL STORE #2566 / ELY,61244.69,3218.51
JIFFY EXPRESS #921 / INDIANOLA,61088.82,3896.0499999999997
MOS MINI MART,61058.73000000001,3131.62
CASEY'S GENERAL STORE #1416 / NEW HAMPTON,60990.35000000001,3485.7200000000003
WINE AND SPIRITS SHOPPE OF,60964.27,3956.4500000000007
CASEY'S GENERAL STORE #2919 / MARION,60933.42999999999,2897.37
CASEY'S GENERAL STORE #1834 / LEON,60858.83000000001,3116.0900000000006
KUM & GO #121 / URBANDALE,60810.619999999995,3180.6900000000005
CASEY'S GENERAL STORE #2676 / DES MOINES,60722.81,2617.0000000000005
CASEY'S GENERAL STORE #1564 / MARSHALLTOWN,60659.60999999999,2386.6099999999997
CASEY'S GENERAL STORE #2300 / JEWELL,60572.82,3785.150000000001
TAYLOR QUIK PIK - COUNCIL BLUFFS,60453.380000000005,3107.5
CASEY'S GENERAL STORE #1280 / FORT DODGE,60408.939999999995,3309.2799999999997
KUM & GO #4110 / GUTHRIE DM,60244.04,2726.09
CASEY'S GENERAL STORE #3244 / URBANDALE,60219.73,2778.4100000000008
CASEY'S GENERAL STORE #2944 / MUSCATINE,60201.34,2843.29
KWIK SHOP #520 / CARTER LAKE,60148.69000000001,2688.9500000000003
DAY BREAK / WHEATLAND,59910.31999999999,3872.7500000000005
CASEY'S GENERAL STORE #2448 / OGDEN,59861.880000000005,3405.6400000000003
CASEY'S GENERAL STORE #3896 / CENTER POINT,59819.68000000001,2610.26
KUM & GO #74 / WEST DES MOINES,59801.18000000001,2842.6100000000006
KUM & GO #0217 -AMES,59791.72,3489.6899999999996
CASEY'S GENERAL STORE #1680 / ADEL,59772.66,2567.5699999999997
HY-VEE FAST & FRESH / WDM,59772.540000000015,2262.4200000000005
CASEY'S GENERAL STORE #3052 / CLARION,59766.23,3148.1200000000003
TRANSIT GENERAL STORE,59738.26000000001,2690.58
BREW OIL #53 / SIBLEY,59671.28999999999,3880.7999999999993
CASEY'S GENERAL STORE #50 / MOVILLE,59666.39000000001,3200.0500000000006
KUM & GO #124 / STORY CITY,59606.34999999999,3447.6000000000004
CASEY'S GENERAL STORE #4 / DES MOINES,59590.88,2743.5200000000004
CASEY'S GENERAL STORE #2667 / TIFFIN,59535.950000000004,3077.25
CASEY'S GENERAL STORE #24 / BOONE,59501.850000000006,2777.9
CASEY'S GENERAL STORE #1503 / TABOR,59448.81,2514.22
CASEY'S GENERAL STORE #2898 / CLARENCE,59022.25999999999,3274.21
CASEY'S GENERAL STORE #3384 / SOLON,59000.38999999999,2843.62
CASEY'S GENERAL STORE # 3564/ ROBINS,58960.03000000001,3094.3500000000004
CVS PHARMACY #8633 / BETTENDORF,58731.72999999999,5990.75
CASEY'S GENERAL STORE #3434  /  DENV,58685.42999999999,3291.7800000000007
KUM & GO #542 / URBANDALE,58680.549999999996,2715.33
CASEY'S GENERAL STORE #2836 / MONROE,58587.32000000001,2804.8
CASEY'S GENERAL STORE # 2780/CEDAR RAPIDS,58572.25999999999,2966.6
CASEY'S GENERAL STORE #2568 / NORWALK,58509.30000000001,2418.28
CASEY'S GENERAL STORE #3587 / BURLINGTON,58448.16,2432.85
LAURENS FOOD PRIDE,58385.04,4917.87
CASEY'S GENERAL STORE #3043 / BRITT,58217.74,3183.7999999999997
KUM & GO #570 / JOHNSTON,58173.66,2987.21
RICHMOND & FERRY BP,58164.82,4412.450000000001
CASEY'S GENERAL STORE #3251 / BOONE,58125.38,2781.5699999999997
CASEY'S GENERAL STORE #3215 / OSKALOOSA,57861.87,2085.79
KUM & GO #62 / JOHNSTON,57813.08999999999,2747.2799999999997
KUM & GO #524/ CORALVILLE,57811.21999999999,3022.9300000000003
CASEY'S GENERAL STORE #3718 / PLEASANT HILL,57733.05,2239.0299999999997
CASEY'S GENERAL STORE #3034 / ESTHERVILLE,57708.16999999999,3509.81
BROTHER'S MARKET / DENVER,57578.04,4166.4
B P ON 1ST,57395.87,3195.8600000000006
CASEY'S GENERAL STORE #3371 / NEW HARTFORD,57239.64,3016.15
THE DEPOT MONTEZUMA LLC,57237.26,3317.4600000000005
KUM & GO #206 / CLIVE,57227.220000000016,2875.8500000000004
CASEY'S GENERAL STORE #2515 / DAYTON,57158.85,2562.69
HARTIG DRUG COMPANY #4 / DUBUQUE,57074.64,6662.85
KUM & GO #137 / TIFFIN,57058.030000000006,2791.6600000000003
NEW STAR / PELLA,57038.69,3179.3900000000003
KUM & GO #141 / GRIMES,56856.49999999999,3006.4500000000007
KUM & GO #2091 / ASHWORTH / WDM,56697.41999999999,2469.72
THE BEVERAGE SHOP / BELMOND,56608.869999999995,3695.85
CASEY'S GENERAL STORE #2768 / CEDAR RAPIDS,56442.89000000002,2992.5699999999997
CASEY'S GENERAL STORE # 3054/ WEBSTER CITY,56434.53999999999,2675.0499999999997
KUM & GO #95 / DE SOTO,56233.64,2835.8000000000006
CASEY'S #3770 - GLENWOOD,56189.36,2433.25
CASEY'S GENERAL STORE #3032 / CHARITON,56159.90000000001,2604.6499999999996
CASEY'S GENERAL STORE #3899 / CEDAR RAPIDS,56145.34,2735.44
CASEY'S GENERAL STORE #3205 / COUNCI,56094.21,2293.1500000000005
BROTHER'S MARKET / CLARION,56038.320000000014,4030.2
PRONTO BP,56032.56999999999,3117.1900000000005
CASEY'S GENERAL STORE #14 / CARLISLE,55936.829999999994,2531.3399999999997
CASEY'S GENERAL STORE #1985 / ST. ANSGAR,55779.09999999999,2898.2000000000003
KUM & GO #4127 / SLOAN,55761.04000000001,2778.6499999999996
CASEY'S GENERAL STORE #0007 / OTTUMWA,55741.810000000005,2559.7000000000003
HY-VEE WINE AND SPIRITS (1010) / ALGONA,55739.59999999999,2286.85
KC STORE / STRATFORD,55711.54999999999,2542.4700000000003
KUM & GO #292 / ANKENY,55680.72000000001,2753.56
THE DEPOT TIFFIN,55673.11,2386.22
MILL CREEK LIQUORS / PAULLINA,55640.100000000006,3842.7999999999997
KUM & GO #216  AMES,55597.81,2735.8900000000003
CIRCLE K #4706602 / CLINTON,55573.689999999995,2044.4199999999994
CASEY'S GENERAL STORE #2779 / CORALVILLE,55526.67000000001,2318.22
CASEY'S GENERAL STORE #3026 / ST CHARLES,55438.25,2909.9900000000007
CASEY'S GENERAL STORE #2578 / MAQUOKETA,55408.81000000001,2701.65
CASEY'S GENERAL STORE #1062 / WINTERSET,55348.36000000001,2400.5199999999995
WALGREENS #11710 / NORTH LIBERTY,55319.23999999999,2621.8599999999997
CASEY'S GENERAL STORE #2811 / SPRINGVILLE,55257.27000000001,3022.95
CASEY'S GENERAL STORE #2559 / GRANGER,55218.170000000006,2747.2999999999997
OELWEIN MART / OELWEIN,55147.03,2117.2700000000004
S&B FARMS DISTILLERY,55106.04,1935.0
KUM & GO #251 / SIOUX CITY,55086.26999999999,2292.8500000000004
CASEY'S GENERAL STORE #2924 / MARION,55040.15,3109.76
CASEY'S GENERAL STORE #2994 / LAUREN,54923.380000000005,2695.21
CASEY'S #3962 / SIOUX CITY,54831.47,2204.5699999999997
THE DEPOT OXFORD LLC,54809.49999999999,2715.4300000000007
CASEY'S GENERAL STORE #3217 / KNOXVILLE,54744.65,2590.1199999999994
CASEY'S GENERAL STORE #2014 / FORT DODGE,54734.70000000001,2306.7100000000005
CASEY'S GENERAL STORE #1303,54593.06,2608.8199999999997
KUM & GO #509 / MARION,54562.999999999985,3232.1000000000004
CASEY'S GENERAL STORE #2357 / ALLISON,54541.55,2754.0299999999997
HUBERS STORE,54526.11999999998,4155.370000000001
KUM & GO #2093 / ADEL,54235.52000000001,2567.6000000000004
CASEY'S GENERAL STORE #2539 / SHENANDOAH,54130.15000000001,3190.4499999999994
CIRCLE K #4706604 / BURLINGTON,53990.98999999999,2266.2500000000005
YESWAY # 1009/ HARLAN,53959.28,3385.75
SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,53898.79000000001,3183.76
TAYLOR QUIK PIK - SHELBY,53813.62,2739.25
THE LIQUOR CABINET / CLIVE,53759.560000000005,1289.95
KUM & GO #510 / STUART,53720.26,2552.76
CASEY'S GENERAL STORE # 2781/ IOWA CITY,53707.98000000001,2584.3
CASEY'S GENERAL STORE #1898 / OSCEOLA,53636.69,2829.5499999999997
NEW STAR  /  ANSBOROUGH AVE,53590.990000000005,2355.2400000000002
BIG 10 MART #69,53573.95,2762.6300000000006
THE STATION / CEDAR RAPIDS,53425.21,3224.72
BOB & SCOTT'S / PRIMGHAR,53369.29,2986.3700000000003
CUBBY'S ONAWA,53350.310000000005,2092.1800000000003
CASEY'S GENERAL STORE #2553 / REDFIELD,53309.740000000005,2830.5000000000005
GARNER FOODS / FT MADISON,53235.81999999999,3063.69
WALGREENS #07833 / DES MOINES,53203.619999999995,2521.5
CORNER MART / MARION,53192.360000000015,2988.1800000000003
KUM & GO #134 / FAIRFIELD,53162.57999999999,3367.32
