name,total_sales,sum(sale_liters)
CASEY'S GENERAL STORE #2636 / KEOKUK,53078.310000000005,2216.0000000000005
CASEY'S GENERAL STORE #2684 - DURANT,53071.630000000005,2547.62
EICHMAN ENTERPRISES INC / SAGEVILLE,52988.21,2883.0899999999992
CASEY'S GENERAL STORE #1166 / HULL,52951.810000000005,3966.5499999999997
CASEY'S GENERAL STORE #3442 / MAPLET,52856.39,3379.7000000000003
CASEY'S GENERAL STORE #2563 / EXIRA,52803.78,3529.7500000000005
CENTER POINT FOODS,52761.52,4181.7
HY-VEE FAST AND FRESH / WAUKEE,52694.46,2195.6900000000005
KUM & GO #302 / CLEAR LAKE,52692.50000000001,2848.13
QUIK TRIP #517 / WEST DES MOINES,52646.53999999999,2802.4900000000002
CASEY'S GENERAL STORE #3534 / CLERMONT,52646.40000000001,2861.1199999999994
WALGREENS #04405 / COUNCIL BLUFFS,52554.66,2350.0
KUM & GO #438 / MUSCATINE,52380.939999999995,2922.8500000000004
LOCAL LIQUOR / PANORA,52351.7,2109.0199999999995
CASEY'S GENERAL STORE #3653 / GREENE,52349.12999999999,3499.37
CASEY'S GENERAL STORE #2694 / PELLA,52340.52,2189.1499999999996
NO FRILLS SUPERMARKETS #803 / GLENWOOD,52219.92,4386.0
CASEY'S GENERAL STORE #2491 / CLARINDA,52138.05,2196.42
CASEY'S GENERAL STORE #2406 / PLEASANT HILL,52135.67,1984.4999999999998
CASEY'S GENERAL STORE #2490 / STORY CITY,52100.49000000001,3051.54
WHISKEY BUSINESS / ALLERTON,52063.689999999995,815.72
CASEY'S GENERAL STORE #2526 / WELLSBURG,52002.09000000001,3794.53
CASEY'S GENERAL STORE #1388 / SULLY,51804.340000000004,2815.97
GUPPY'S ON THE GO / WALFORD,51740.69,2644.0099999999998
CASEY'S GENERAL STORE #3645 / LONE TREE,51701.490000000005,2387.5499999999997
KWIK SHOP #588 / DAVENPORT,51682.58000000001,2313.92
CASEY'S GENERAL STORE #51 / HUMBOLDT,51657.14,2456.19
CASEY'S GENERAL STORE #3291,51631.05999999999,2601.0000000000005
KUM & GO #32 / COLFAX,51621.969999999994,2527.34
CASEY'S GENERAL STORE #2680 / CLARKS,51563.479999999996,3045.0
THE CORNER STORE,51456.97,3115.7300000000005
CASEY'S GENERAL STORE #3262 / BUFFALO,51388.850000000006,2891.62
CASEY'S GENERAL STORE #2447 / SERGEANT BLUFF,51386.54,2007.9200000000003
CASEY'S GENERAL STORE #2913 / COLO,51349.119999999995,2832.34
CASEY'S GENERAL STORE #2592 / FARMINGTON,51321.36,2586.8
KUM & GO #92 / ANKENY,51311.75,2396.97
QUILLINS QUALITY FOODS MONONA,51311.72,4102.699999999999
SMOKIN' JOE'S #5 TOBACCO AND LIQUOR OUTLET,51212.509999999995,3491.4800000000005
EZ STOP II - DUBUQUE,51062.66000000001,2156.41
CASEY'S GENERAL STORE #2521 / ADAIR,51011.78999999999,2283.63
CASEY'S GENERAL STORE #3077 / PEOSTA,51007.73000000001,2768.27
ANTHON MINI MART,50964.850000000006,2934.95
KUM & GO #23 / NEOLA,50958.369999999995,2697.4600000000005
CASEY'S GENERAL STORE #2597 / SLOAN,50930.530000000006,2331.59
CASEY'S GENERAL STORE #3214 / OSKALOOSA,50905.5,1923.8600000000001
CASEY'S GENERAL STORE #1892 / SHEFFIELD,50891.899999999994,2977.6499999999996
8 SECONDS / SIDNEY,50875.33,2282.35
CASEY'S GENERAL STORE #2427 / WATERLOO,50841.420000000006,2166.57
CASEY'S GENERAL STORE #2422 / CRESTON,50814.56999999999,2032.2900000000002
CASEY'S GENERAL STORE #2222 / CLINTON,50767.43000000001,2008.74
CASEY'S GENERAL STORE #3204 / MINDEN,50632.55,2350.25
CASEY'S GENERAL STORE #2769 / WILLIAMSBURG,50537.15999999999,2030.0499999999997
YESWAY STORE # 10020/ STORY CITY,50521.16,3376.4
CASEY'S GENERAL STORE #2915 / BELLEVUE,50519.68999999999,2504.0
CASEY'S GENERAL STORE #3955 / NORTH LIBERTY,50457.68,2572.2999999999997
CASEY'S GENERAL STORE #1922 / WALCOTT,50409.680000000015,3010.1399999999994
CASEY'S GENERAL STORE # 2698/ PERRY,50387.88999999999,2503.68
CASEY'S GENERAL STORE #3385 / ORANGE CITY,50277.77,2948.63
"BORMANNS NEIGHBORHOOD PITSTOP, LLC",50171.58,3153.05
CASEY'S GENERAL STORE #2544 / NEW LONDON,50168.08,2170.02
CASEY'S GENERAL STORE #2902 / SPENCER,49971.079999999994,2860.12
BROTHERS MARKET / LISBON,49839.16,3089.8500000000004
CASEY'S GENERAL STORE #2908 / ANAMOSA,49790.28,2506.38
CASEY'S GENERAL STORE #2298 / AMES,49697.03,2135.27
WALGREENS #07967 / CLIVE,49668.340000000004,2709.12
CASEY'S GENERAL STORE # 1536/ GEORGE,49632.030000000006,2911.8
CASEY'S GENERAL STORE #2551 / WOODWARD,49500.479999999996,2386.06
CASEY'S GENERAL STORE #3772,49454.89,2112.99
KWIK STAR #1142  / IOWA CITY,49451.420000000006,2674.3199999999997
CASEY'S GENERAL STORE #2512 / HILLS,49446.62,2431.6500000000005
HY-VEE MAINSTREET / SIOUX CITY,49440.40000000001,3512.27
CASEY'S GENERAL STORE #3212 / OSCEOLA,49415.100000000006,2318.85
YESWAY STORE # 10011/ MASON CITY,49399.16,3290.7999999999997
LIQUORLAND,49351.76000000001,2331.7000000000007
CASEY'S GENERAL STORE #1139 / NORA SPRINGS,49244.42,2826.57
CASEY'S #3953 / DES MOINES,49242.12,2180.5400000000004
THRIFTWAY / LA PORTE CITY,49159.79000000001,3328.22
CASEY'S GENERAL STORE #2764 / HIAWATHA,49143.55999999999,2701.76
CASEY'S GENERAL STORE #2880 / WATERLOO,49142.45,2477.6700000000005
CASEY'S GENERAL STORE #2474 / HUXLEY,49139.55,2295.6100000000006
CASEY'S GENERAL STORE #2842 / HUXLEY,48963.39,2634.84
CASEY'S GENERAL STORE #3044 / SHELDON,48890.41,2632.25
CORNER STOP / WASHINGTON,48872.28999999999,1646.2400000000002
PRIME STAR,48788.81,2612.14
SPEEDE SHOP / WINTHROP,48775.609999999986,3070.2200000000007
CASEY'S GENERAL STORE #3294 / URBANA,48763.649999999994,2095.91
MISSISSIPPI RIVER DISTILLERY,48643.08,1629.0
KUM & GO #76 / ADAIR,48625.62,2779.26
KUM & GO #521  /  CORALVILLE,48576.5,2494.94
KWIK STAR #1165 / SIBLEY,48447.38999999999,2465.4999999999995
CASEY'S GENERAL STORE #2802 / CONRAD,48396.63,2475.45
PRONTO MARKET / SUMNER,48375.479999999996,3580.1200000000003
CASEY'S GENERAL STORE # 1029/ TAMA,48367.01,2220.7000000000003
KUM & GO #267 / TIPTON,48356.15,2462.79
CASEY'S GENERAL STORE #1007 / MALVERN,48322.729999999996,2184.8100000000004
CASEY'S GENERAL STORE # 3562/ MARION,48291.329999999994,2388.52
CASEY'S GENERAL STORE # 1799/ OSAGE,48277.44,3003.1499999999996
LAKE OHANA MARKET / MINEOLA,48241.87,2311.4700000000003
CASEY'S GENERAL STORE #2297 / WDM,48222.15999999998,1863.9900000000007
CASEY'S GENERAL STORE #1398 / ROLAND,48164.68,2559.1200000000003
CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,48157.24,2149.8
CASEY'S GENERAL STORE #3041 / ELK RUN HEIGHTS,48058.700000000004,2348.25
CASEY'S GENERAL STORE #2803 / VILLISCA,48015.469999999994,2539.45
CASEY'S GENERAL STORE #3292,48003.32000000001,2275.5699999999997
BREW OIL #33 / STORM LAKE,47986.030000000006,2472.6200000000003
HASS MARKET,47875.71,2683.4999999999995
CASEY'S GENERAL STORE #2697 / ONAWA,47852.49000000001,2294.87
R&L FOODS,47834.979999999996,3767.8399999999997
CASEY'S GENERAL STORE #2786 / DES MOINES,47779.97,2407.64
BROTHER'S MARKET/ SIGOURNEY,47759.87,3920.3
CASEY'S GENERAL STORE #3782 / MOUNT AYR,47662.479999999996,2182.65
CASEY'S GENERAL STORE #2538-WAUKEE,47643.270000000004,2280.22
THREE DOORS DOWN LIQUOR,47640.469999999994,3039.0999999999995
CASEY'S GENERAL STORE #2630 / CEDAR FALLS,47633.77,2456.4100000000003
HARTIG DRUG COMPANY #8/UNIVERSITY,47582.270000000004,3906.860000000001
CASEY'S GENERAL STORE #1609 / ELDON,47548.82000000001,2341.6
COUNCIL BLUFFS SINCLAIR,47510.159999999996,1397.8400000000001
CASEY'S GENERAL STORE #2989 / MECHANICSVILLE,47445.79000000001,2521.52
CASEY'S GENERAL STORE #3904 / MANNING,47386.55,2459.2500000000005
KWIK SHOP #579 / DAVENPORT,47333.79,2744.7900000000004
FOOD & GAS MART  /  MARSHALLTOWN,47240.21000000001,2645.0499999999997
CASEY'S GENERAL STORE #2237 / PRAIRIE CITY,47220.47000000001,2298.55
CASEY'S GENERAL STORE #2771 / CEDAR RAPIDS,47186.16,2100.92
QUIK TRIP #554 / SW 63RD DM,47117.890000000014,2571.120000000001
WALGREENS #00910 / SIOUX CITY,46998.73,2184.75
CASEY'S GENERAL STORE #3932 / URBANDALE,46967.25,2032.8700000000001
CASEY'S GENERAL STORE #2879 / WATERLOO,46895.520000000004,2272.3199999999997
KUM & GO #75 / WAUKEE,46750.55000000001,2292.32
CASEY'S GENERAL STORE #1649 / WAVERLY,46687.24,2589.08
BLIND PIG COCKTAIL BODEGA WEST DES MOINES,46250.11000000001,1256.1200000000001
CASEY'S GENERAL STORE #1676 / CARLISLE,46207.740000000005,1944.5500000000002
CASEY'S GENERAL STORE #3617 / GRINNELL,46073.63999999999,1967.72
CASEY'S GENERAL STORE #2275 / SIOUX CITY,46012.56,1741.3
ROCSTOP,45986.33,3112.3000000000006
KUM & GO #117 / SPIRIT LAKE,45867.6,2682.14
CRESCO MART,45813.18,3350.2
CASEY'S GENERAL STORE #3396 / SIGOURNEY,45754.180000000015,2289.1899999999996
CASEY'S GENERAL STORE #3898 / ANAMOSA,45720.15999999999,2019.1399999999999
CASEY'S GENERAL STORE #2437 / MASON CITY,45586.93,1943.95
CASEY'S GENERAL STORE # 1861/ BONDURANT,45556.0,1974.01
CASEY'S GENERAL STORE #3473 / DUBUQU,45495.18,2162.1200000000003
CASEY'S GENERAL STORE #1550 / WINFIELD,45373.14000000001,2594.5899999999997
CASEY'S GENERAL STORE #2916 / ALTOONA,45321.90000000001,1973.15
CASEY'S GENERAL STORE #2097 / INDIANOLA,45312.87000000001,2026.76
QUIK TRIP #562 / NE 14TH / DSM,45309.40000000001,2317.980000000001
CIRCLE K #4706601 / BURLINGTON,45285.07,1259.3399999999997
SICHANH LIQUOR STORE,45174.719999999994,1328.4000000000005
LIQUOR LAND / AMES,45165.7,1748.25
DASHMART / URBANDALE,45084.42,2302.5
MILLS GROCERY AND LIQUOR / WEST DES MOINES,45065.06999999999,1519.9499999999998
CASEY'S GENERAL STORE #1068 - DAVENPORT,45052.63,2022.5700000000002
WILTON EXPRESS,44985.51,2731.26
CASEY'S GENERAL STORE # 2517/ ROCKWELL CITY,44985.259999999995,2666.9
CASEY'S GENERAL STORE #3293 / MARQUETTE,44944.28999999999,2762.3500000000004
CASEY'S GENERAL STORE #1427 / CLEAR LAKE,44938.02,1867.75
LIQUOR TOBACCO & VAPE / CLINTON,44793.93999999997,2754.129999999999
CVS PHARMACY #8532 / CEDAR RAPIDS,44762.82000000001,3285.0
BREW OIL #29 / EMMETSBURG,44699.83000000002,2781.68
CASEY'S GENERAL STORE #1712 / SHENANDOAH,44636.25,2003.8400000000001
KUM & GO #228 / SIOUX CITY,44493.060000000005,2347.66
CASEY'S GENERAL STORE #1428 / MILO,44483.47,2089.97
CHROME TRUCK STOP,44467.07000000001,2487.4000000000005
THE DEPOT CORALVILLE,44377.229999999996,2335.3599999999997
CASEY'S GENERAL STORE #37 / DAKOTA CITY,44370.81000000001,2465.8
CASEY'S GENERAL STORE #2531 / ELDRIDGE,44368.45000000001,2110.28
KUM & GO #572 / URBANDALE,44264.369999999995,2645.160000000001
WALGREENS #06678 / WEST DES MOINES,44111.880000000005,2194.5
CASEY'S GENERAL STORE #1684 / EMMETSBURG,44082.55000000001,2403.04
CASEY'S GENERAL STORE #95 / DEXTER,44064.180000000015,2573.35
CASEY'S GENERAL STORE #3730 / PAULLINA,44058.51000000001,2099.6000000000004
KUM & GO #503 / MARION,44012.17,2229.6600000000003
CASEY'S GENERAL STORE #2690 / ANAMOSA,44000.72000000001,2365.46
WALGREENS #10557 / CEDAR FALLS,43974.22,2040.6
GASLAND N 8TH ST / BURLINGTON,43941.63,2132.96
DAYTON COMMUNITY GROCERY,43903.55000000001,2690.25
KELLOGG COUNTRY STORE,43864.329999999994,2547.21
"TRUNCK'S COUNTRY FOODS, INC.",43839.62,2951.27
CASEY'S GENERAL STORE #2683  /  RUNN,43748.0,2092.92
JUMPSTART,43705.600000000006,941.45
CASEY'S GENERAL STORE #2782 / CEDAR RAPIDS,43641.090000000004,2209.45
CASEY'S GENERAL STORE # 1896/ CLEAR LAKE,43483.75,1631.9
KUM & GO #43 / NEW VIRGINIA,43454.42,2372.3600000000006
KWIK SHOP #563 / CEDAR RAPIDS,43416.81,1138.54
WALGREENS #05060 / CLIVE,43416.03,2400.0
CASEY'S GENERAL STORE #2877 / SPENCER,43349.25,2111.6
CASEY'S GENERAL STORE #2552 / GOLDFIELD,43327.4,2602.0000000000005
CASEY'S GENERAL STORE #1911 / NEWTON,43253.04000000001,1719.2699999999998
EL VALLE TIENDA Y CARNICERIA / EAGLE GROVE,43250.919999999984,1847.5
CASEY'S GENERAL STORE # 2211/ FORT DODGE,43246.590000000004,2211.01
METRO MART #4 / WATERLOO,43238.280000000006,2818.44
LIQUORLAND / BURLINGTON,43000.329999999994,1998.89
CASEY'S GENERAL STORE #1798 / FOREST CITY,42938.6,2393.75
YESWAY STORE # 10034/ BELMOND,42883.94,3136.7999999999997
RIVER MART,42832.56,2288.9500000000003
CASEY'S GENERAL STORE #1125 / HUMEST,42815.22000000001,2469.64
CASEY'S #2866-WATERLOO,42649.68,2084.52
CJ'S CONVENIENCE STORE / ELKADER,42645.57,2725.7
CASEY'S GENERAL STORE # 2212/ CEDAR RAPIDS,42560.56999999999,2537.1899999999996
GARY'S LIQUOR & WINE LTD,42558.3,3091.1499999999996
CASEY'S GENERAL STORE #1893 / MASON CITY,42512.49,1986.99
HY-VEE FAST AND FRESH - DUBUQUE,42469.40999999999,1817.89
CASEY'S GENERAL STORE #3079 / EARLY,42332.43,2418.6000000000004
CASEY'S GENERAL STORE #1373 / BONDURANT,42317.700000000004,1853.4399999999998
FREDRICKSBURG FOOD CENTER,42289.090000000004,3105.15
YESWAY STORE # 10018/ WEBSTER CITY,42280.90000000001,2562.35
KIMMES ROCKWELL CITY COUNTRY STORE #,42271.84,3037.61
CASEY'S GENERAL STORE #2576 / WHAT CHEER,42262.56999999999,2793.8000000000006
CASEY'S GENERAL STORE #3288 / BLUE GRASS,42121.509999999995,1863.53
CASEY'S GENERAL STORE #3639 / POSTVILLE,42079.219999999994,2470.14
WALGREENS #03875 / CEDAR RAPIDS,41985.72000000001,1980.0
J & C GROCERY / ALLISON,41965.27,3494.9500000000007
CASEY'S GENERAL STORE #2481 / BLOOMFIELD,41953.74,1789.6799999999998
CASEY'S GENERAL STORE #3961 / MARCUS,41850.149999999994,2116.95
CASEY'S GENERAL STORE #1889 / MONTICELLO,41734.159999999996,2044.8500000000006
TARGET STORE T-0069 / WDM,41728.5,2056.2
THE STATION II / NORTH LIBERTY,41700.66,1874.25
DUAL STOP CARTER LAKE / CARTER LAKE,41645.530000000006,966.9399999999999
SINCLAIR FOOD MART,41622.24,2514.5
GLIDDEN GROCERY,41527.77,2630.58
CASEY'S GENERAL STORE #2890 / WEST LIBERTY,41517.74,1771.9000000000003
CASEY'S GENERAL STORE #2628 / LAKE CITY,41498.25,1980.5199999999998
THE FOOD CENTER,41469.34,2989.6899999999996
CASEY'S #1025 /KALONA,41431.880000000005,2245.02
WALGREENS #06553 / BETTENDORF,41299.450000000004,2135.94
D&T'S / ODEBOLT,41284.5,2754.2200000000003
CASEY'S GENERAL STORE #1329 / ESTHERVILLE,41237.77,2247.9300000000003
CASEY'S GENERAL STORE #2183/DECORAH,41148.23,2380.55
CASEY'S GENERAL STORE #2614 / DONNELLSON,41113.29000000001,1708.2500000000005
CASEY'S GENERAL STORE # 2817/ GRISWOLD,41044.81999999999,2289.1
YESWAY STORE #1037/ GRIMES,41017.38,1754.8
WALGREENS #04041 / DAVENPORT,40996.84,2012.87
CASEY'S GENERAL STORE #2561 / FARLEY,40917.619999999995,2593.2
YESWAY STORE # 10012/ OTTUMWA,40887.799999999996,2027.8500000000004
CASEY'S GENERAL STORE #77 / CASCADE,40875.67,2458.3
CASEY'S GENERAL STORE #2906 / MUSCATINE,40852.100000000006,1814.4700000000003
LIL' CHUBS CORNER STOP,40762.670000000006,3049.7000000000003
RACEWAY 80 / NEWTON,40726.700000000004,1060.49
KUM & GO #66 / WEST DES MOINES,40670.310000000005,1907.26
KIMMES WALL LAKE,40665.880000000005,3150.6700000000005
KWIK SHOP #560 / CEDAR RAPIDS,40637.719999999994,1922.1099999999997
THE SNACK SHACK #2 / WATERLOO,40624.69,1321.9399999999998
CASEY'S GENERAL STORE #1327 / LOVILIA,40335.0,2348.6000000000004
CASEY'S GENERAL STORE #3200 / STRAWBERRY POINT,40228.990000000005,2580.0899999999992
STOP AND SHOP LIQUOR LLC / ANKENY,40109.05999999998,1307.06
CASEY'S GENERAL STORE #3854  / MANCHESTER,40054.25,1980.7
HY-VEE FOOD STORE / LAMONI,40024.280000000006,2361.7799999999997
CORWITH FARM SERVICE,40014.0,2879.5
HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,39960.81999999999,1690.7999999999997
CASEY'S GENERAL STORE #3322 / IOWA CITY,39933.93,2136.87
CIRCLE K / WDM,39895.420000000006,1774.85
CASEY'S GENERAL STORE #1653 / CORNING,39895.29000000001,1866.9700000000005
CATFISH CHARLIE'S,39887.66,2453.75
CASEY'S GENERAL STORE #1493 / VAN METER,39848.45999999999,2026.4200000000003
CASEY'S GENERAL STORE #2467 / CLARINDA,39785.53,2014.0199999999998
CASEY'S GENERAL STORE # 2618/ FREDRICKSBURG,39737.29000000001,2391.0
CASEY'S GENERAL STORE #1910 / JOHNSTON,39702.83,1973.8099999999997
PRONTO MARKET,39648.36,1886.11
KWIK STAR #1146 / CEDAR RAPIDS,39634.479999999996,1608.41
RAYSMARKET,39619.89000000001,1671.03
CASEY'S GENERAL STORE #3449 / WAPELLO,39582.82,1886.2000000000003
L & M GAS & GROCERY / BOONE,39528.04,2419.6200000000003
SID'S GAS AND GROCERIES,39446.92,3157.9700000000003
YESWAY STORE # 10013/ OTTUMWA,39330.35999999999,2269.3999999999996
CASEY'S GENERAL STORE # 2543/ ALBION,39305.1,1928.81
CASEY'S GENERAL STORE #66 / LAPORTE CITY,39120.6,1761.9499999999998
CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,39036.26,2070.57
CASEY'S GENERAL STORE #2239 / INDEPENDENCE,38890.82000000001,1876.6000000000004
WESTSIDE HOUSER MART / MUSCATINE,38884.61000000001,1765.9
CASEY'S GENERAL STORE #38 / TREYNOR,38847.54,1947.48
STRAWBERRY FOOD,38783.5,3078.25
BAXTER FAMILY MARKET,38729.689999999995,2808.75
CASEY'S #4025 / MUSCATINE,38678.52,1885.8999999999999
CASEY'S GENERAL STORE #2208 / OTTUMWA,38629.96000000001,1839.6200000000001
LE CLAIRE GROCERY STORE / LE CLAIRE,38622.759999999995,1962.0400000000002
CASEY'S GENERAL STORE #1567 / ANITA,38588.69,1819.85
SWEETWATER SPIRITS - LIVERMORE,38573.850000000006,2440.56
A A AND M INC / PERRY,38536.67,1564.1000000000001
WALGREENS #05777 / DES MOINES,38496.78,1770.0
CASEY'S GENERAL STORE #1496 / RED OAK,38494.4,2110.94
CASEY'S GENERAL STORE #2319 / FT MADISON,38480.61,1626.2499999999998
CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,38354.96,2052.4900000000002
CASEY'S GENERAL STORE # 1753/ NORTHWOOD,38278.58,2087.8700000000003
CASEY'S GENERAL STORE #1002 / GRAND JUNCTION,38269.61,1818.5
CASEY'S GENERAL STORE #2894 / INDIANOLA,38213.74,1704.7499999999998
WALGREENS #05977 / CORALVILLE,38169.130000000005,1872.62
CASEY'S GENERAL STORE #1316 / MILFORD,38161.600000000006,2087.6
CASEY'S GENERAL STORE #2532 / ELDORA,38122.88,1880.34
CASEY'S GENERAL STORE #61 / WILTON,38019.77999999999,1709.0500000000004
CASEY'S GENERAL STORE #2594 / WALKER,37845.28,2320.7000000000003
CASEY'S GENERAL STORE #3439 / LIME SPRINGS,37745.31,1978.1100000000004
THE DEPOT NORTH LIBERTY,37705.6,1762.2000000000003
KARLS GROCERY / EDGEWOOD,37701.03,2951.5
CASEY'S GENERAL STORE #2665 / WOODBINE,37699.35,1519.91
CASEY'S #3920 / MOUNT PLEASANT,37695.51999999999,1599.52
HARTIG DRUG COMPANY #2 / LOCUST,37610.43,3142.1900000000005
HILL COUNTRY CONVENIENCE STORE / COLESBURG,37607.91,2284.6
YESWAY STORE #1198 / SWEA CITY,37599.64,2775.0499999999997
WALGREENS #06186 / DAVENPORT,37585.76,1718.75
WALGREENS #12108 / AMES,37451.07,1742.25
KUM & GO #3504 / IOWA CITY,37382.17,1744.7200000000003
CASEY'S GENERAL STORE #2341 / NEWTON,37261.83,1493.77
HY-VEE FAST & FRESH EXPRESS- BETTENDORF,37256.83,1939.6999999999996
THE DEPOT VAN HORNE,37251.899999999994,2473.84
CASEY'S GENERAL STORE #2623 / FAIRBANK,37229.13,2192.0699999999997
CASEY'S GENERAL STORE #3528 / WASHINGTON,37135.01,1711.8500000000001
CASEY'S GENERAL STORE #3418 / GOWRIE,37091.88999999999,2054.7000000000003
KWIK STAR #1160 / LE MARS,36903.86,1810.6
CASEY'S GENERAL STORE #2487 / SPIRIT LAKE,36879.02,1753.4399999999998
THURSTY THURSTON'S LIQUOR,36849.69,2057.55
STRATFORD FOOD CENTER,36823.0,2407.12
CASEY'S GENERAL STORE #6 / ALTOONA,36735.08,1479.2799999999997
CASEY'S GENERAL STORE #2318 / MONTRO,36717.29000000001,2015.19
SPARKY'S ONE STOP / CARROLL,36712.84,2729.3500000000004
KUM & GO #520 / CEDAR RAPIDS,36620.05,2310.6000000000004
BREW OIL #40 / SPENCER,36587.270000000004,2254.33
WALGREENS #05362 / DES MOINES,36521.159999999996,1563.75
YESWAY STORE # 1029/ CLARION,36518.51999999999,2542.8
EXPRESS LANE GAS & FOOD MART #79,36340.229999999996,2494.5
CASEY'S GENERAL STORE #40 / SCRANTON,36300.869999999995,2177.63
LAKELAND EZ STOP / RUTHVEN,36196.09,2420.9100000000003
CASEY'S GENERAL STORE #1374 / COLFAX,36194.03,1670.9800000000002
CASEY'S #2741 / SIDNEY,36179.4,1383.0000000000002
HOMETOWN FOODS / STATE CENTER,36082.549999999996,2733.0800000000004
CASEY'S GENERAL STORE #2477 / LE MARS,36079.93000000001,2122.7
RAMSEY'S MARKET LIQUOR,35969.94,2553.9
WALGREENS #04973 / URBANDALE,35960.49,1457.25
CASEY'S GENERAL STORE #2274 / SIOUX RAPIDS,35941.04,1805.18
CASEY'S GENERAL STORE #1950 / GRINNELL,35878.95000000001,1613.62
CASEY'S GENERAL STORE #1065 / ASBURY,35851.840000000004,1635.78
CASEY'S GENERAL STORE #3332 / MURRAY,35811.299999999996,2141.44
LEFTY'S CONVENIENCE STORE INC.,35767.42,1441.4500000000003
CASEY'S GENERAL STORE #2478 / NEW SHARON,35702.64,1632.81
KUM & GO #24  PLEASANT HILL,35629.55,1722.45
UMIYA FOODMART INC,35610.41,1759.15
CASEY'S GENERAL STORE #1330 / HAMBURG,35448.77,1644.57
WALGREENS #05512 / BETTENDORF,35381.719999999994,1668.9999999999998
CASEY'S GENERAL STORE #2867 / WATERLOO,35350.8,1808.4
CASEY'S GENERAL STORE #2634 / EDGEWOOD,35341.42999999999,1912.7499999999998
CASEY'S GENERAL STORE #1061 / PRINCETON,35340.280000000006,2025.85
WALGREENS #05042 / CEDAR RAPIDS,35292.93,1755.25
CASEY'S GENERAL STORE #2815  /  VICT,35278.06,2091.1499999999996
SODES GREEN ACRE,35264.67,2031.6200000000001
CASEY'S GENERAL STORE # 1331/ SAC CITY,35251.53,1809.6
HOMETOWN FOODS - CONRAD,35251.44,2720.25
HY-VEE FAST & FRESH EXPRESS / CENTERVILLE,35231.780000000006,2294.33
WALGREENS #11942 / DUBUQUE,35225.29,1718.1100000000001
CASEY'S GENERAL STORE #2834 / LENOX,35163.33,1516.75
CASEY'S GENERAL STORE #2681 / OKOBOJI,35069.90000000001,1749.7999999999997
CASEY'S GENERAL STORE #3027 / IOWA FALLS,35009.58,1768.2
KUM & GO #1443 / WILLIAMSBURG,34890.899999999994,1816.58
HY-VEE GAS #1 / ANKENY,34867.0,1529.88
HY-VEE FAST AND FRESH #2 / WAUKEE,34755.06,1623.1200000000001
CASEY'S GENERAL STORE #1728 / RED OAK,34725.439999999995,1789.1199999999997
OTTER CREEK STOP / ZWINGLE,34648.270000000004,2130.01
CVS / PHARMACY #10161 / DES MOINES,34625.3,1822.5
DEPOT NORWAY,34563.14,2136.86
MT. PLEASANT FAST BREAK,34525.009999999995,1450.6100000000004
CASEY'S GENERAL STORE #2472 / NICHOLS,34521.87,1749.75
CASEY'S GENERAL STORE #1167 / HOLSTEIN,34488.240000000005,2011.58
THE SNACK SHACK / WATERLOO,34362.26,1413.54
GOPUFF / AMES,34361.84999999999,1499.3
HY-VEE FAST AND FRESH / MARION,34359.03999999999,2293.71
CASEY'S GENERAL STORE #2699 / ESSEX,34320.99,1642.95
CASEY'S GENERAL STORE #1315 / ARNOLDS PARK,34317.14,1543.35
HOMETOWN FAMILY MARKET,34280.31,2704.05
HOMETOWN FOODS - HUBBARD,34266.22,3156.0
CASEY'S GENERAL STORE #2480 / CHARLES CITY,34253.969999999994,1835.33
VALLEY WEST CORNER STORE / WDM,34220.96000000001,1379.39
CASEY'S GENERAL STORE #2585 / DYERSVILLE,34122.399999999994,1728.2500000000002
MILL STREET LIQUOR / LAKE MILLS,34092.799999999996,2627.9400000000005
CASEY'S GENERAL STORE #2099 / CLIVE,34029.46000000001,1442.1200000000001
BP TO GO  #3 / CEDAR RAPIDS,33949.08,1632.7
QUIK TRIP #514 / ANKENY,33911.96,1916.990000000001
MAIN STREET MARKET OF ANITA,33896.70999999999,2395.88
JIFFY EXPRESS / MARTENSDALE,33847.77,1655.8
MAIN STREET TOBACCO SHOP / MAQUOKETA,33806.759999999995,1590.7500000000005
CASEY'S GENERAL STORE #2229 / OSAGE,33797.310000000005,2027.15
KUM & GO #135 / POLK CITY,33750.590000000004,1629.0100000000002
KIMMES CARROLL COUNTRY STORE 1 / CARROLL,33749.17,2093.4
CASEY'S GENERAL STORE #1541 / WEST BEND,33726.06,2089.7999999999997
KUM & GO #229 / SIOUX CITY,33723.57,1524.5699999999997
KUM & GO #254 / WEST BRANCH,33630.71,2047.5499999999997
CASEY'S GENERAL STORE #2 / BOONE,33605.68,1798.17
COLFAX-TRAVEL CENTER,33603.63,1189.9099999999999
HY-VEE FAST AND FRESH #5 / URBANDALE,33427.81,1373.6700000000003
CASEY'S GENERAL STORE #1908 / INDIANOLA,33389.64,1653.34
CASEY'S GENERAL STORE #1417 / IOWA FALLS,33228.06,1804.0800000000002
JUBILEE FOODS,33169.83,2304.28
KEOTA EAGLE FOODS,33134.61,2838.2200000000003
CASEY'S  / COUNCIL BLUFFS,33113.79000000001,1413.7199999999998
CASEY'S GENERAL STORE # 3604/HINTON,33103.66,1465.7499999999998
